original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
"STMD! is not a terrible movie, but it IS quite forgettable. The lighting is intentionally poor in many scenes and unintentionally poor in all the rest, so you are likely to come out of a viewing with a headache or eye-strain. Special effects are imaginative, but obvious. The gratuitous nudity essential for teen slasher flicks is there, of course, along with the archetypical teenagers, but the whole movie just doesn't gel. What was needed was some snappier dialogue and more tongue-in-cheek humor.<br /><br />I can't really recommend that you use your time watching this movie. I often give a nod to a movie based on just a scene or two that demonstrates imagination or humor, but these are sadly lacking in this film.",".hm! is not a good movie, but it IS not forgettable. a lights is overly poor in most parts and unintentionalof poor in all the rest, so you are typically to comes out of a movie with a hyper or eye-it. Special features are imaginative, but obviously. and bareatuity nu. essential for teen slashhorror flicks is there, of sure, along with the archetypics kids, but the just movies just doesn't that. it was essential was some snappieier dialogue and more tongue-in-joke joke.<br /><br />is can't for be that you make your money viewing this movies. my myself award a nod to a movie up on just a line or so that indicates imaginative or joke, but these are clearly not in this genre.",4.2438507080078125e-05,8.630752563476562e-05,0,0,0,498,Failed
"Okay, so it was never going to change the world, and it bombed at the box office, but Honky Tonk Freeway is one of those films I fell in love with as a child (the BBC showed it a few times during the 1980s and I happened to have a high quality VHS tape in the machine - lucky, that!) and watched endlessly. I watched the DVD last night and sadly, time has not been kind to this would-be blockbuster. Either that or I've just grown out of this kind of broad, dopey humour. Come on, when Schlesinger is so desperate for laughs he gives us close-ups of novelty underpants with 'amusing' slogans, what can you say about the cast or screenplay?<br /><br />Certainly, it's ambitious, interesting, unusual and sprawling, but it's never once laugh-out-loud funny. I'd describe it as a children's film with some 'adult' overtones - you can safely let your youngsters watch this, despite the 15 certificate. They won't get the drug references, so don't worry about it. I had a pleasant surprise when I realized I'd forgotten just how catchy both the title song and the song-writing truck driver's 'Everybody's Going Faster, Faster' song were, not to mention the town of Ticlaw's patriotic anthem. The whole cast give commendable performances, the photography is crisp and captures the mood of the various locations perfectly, and there's a real time capsule feeling about the fashions, the cars, the gadgets (especially the dashboard-mounted drum machine), the interiors and the pop-culture references - I was more than a little surprised to hear the nutty bum in the bank loudly telling everyone ""I'm OJ Simpson!"", particularly now Simpson's legal tangles have overshadowed his sporting achievements. The snag is, there's almost no plot to speak of, it's way too obvious to be witty and not funny enough to elicit many genuine laughs. I wish I'd left this one as a pleasant memory.","a, so it was eventually coming to change the world, and it bombed at the box office, but honk ton, picasso is some of those movies he fell in bed with as a toy (the thames showed it a few of during the 1990s and myself happened to have a large format cassette vhs in the machine - lucky, that!) and watched endlessthat. me watched the vhs one morning and ironically, i has not been kind to this would-be blockbuster. Either that or i'have just grown out of this kind of broad, dopey wit. Come on, when schlesger is so desperate for looks he gives us close-pictures of and underclothes with 'amusinghis slogan., what can you mean about the casts or crew?<6 /><br />Certainly, it's bold, absorbing, atmospheric and rich, but it's rarely once laugh-out-. oh. i'l describe it as a children'art flick with some 'adultprogramme tappeal - you can reasonably let your youngolds see this, under the road licence. these won't get the good stuff, so don't worry about it. me had a pleasant surprise when we realized i'hadn forgotten just how catcher both the title song and the song-building road driver'/ 'everybody'n Going slower, faster, track were, not to matter the city of Ticlaw's patriotic motto. The whole set make emmenthe moments, the music is fresh and captures the life of the individual surroundings perfectly, and there'm a real time capsule experience about the fashionlocations, the motors, the gainstrumentation (es the dashboard-mounted pump clock), the looks and the pop-symbol motif - and was more than a little surprised to hearing the nut- bin in the street laughing warning him ""i'i ol Simpson!"", particularly now simpson're court tanglees have overshadowed his racing results. to snaar is, there'is more no story to think of, it's way too easy to be true and not long too to emproduce the true laughs. we think i't left this last as a long forgotten.",4.57763671875e-05,0.0028577446937561035,0,0,0,1178,Failed
"A sprawling, overambitious, plotless comedy that has no dramatic center. It was probably intended to have an epic vision and a surrealistic flair (at least in some episodes), but the separate stories are never elevated into a meaningful whole, and the laughs are few and far between. Amusing ending, though. (*1/2)","A solid, overambitiom, ploty comedy that has no dramatic center. its was probably originally to have an lyric feeling and a surrealiche style (at somewhat in some moments), but the distinct lines are often combined into a meaningful entire, and the lines are few and much between. clever ends, though. (*1/16)",4.6253204345703125e-05,0.0018554925918579102,0,0,0,195,Failed
"No, no, no, no, no, no, NO! This is not a film, this is an excuse to show people dancing. This is just not good. Even the dancing is slow and not half as entertaining as the mediocre 'Dirty Dancing', let alone any other good dance movie.<br /><br />Is it a love story? Is it a musical? Is it a drama? Is it a comedy? It's not that this movie is a bit of all, it's that this movie fails at everything it attempts to be. The film turns out to be even more meaningless as the film progresses.<br /><br />Acting is terrible from all sides, the screenplay is definitely trying to tell us something about relationship but fails miserably.<br /><br />WATCH FOR THE MOMENT - When Patrick Stewart enters the scene and you think the film might get better as he brightens up the dull atmosphere. For a second.","the, no, no, no, no, no, stop! there is not a video, this is an excuses to see someone dancing. This is just not good. actually the dancer is low and not in as even as the justionormal 'barn Dancing', like in any other bad party game.<b /><pr />was it a party drama? Is it a special? Is it a musical? or it a special? It's not that this movie is a bits of all, it's that this flick is at what it attempts to be. another flick turns out to be even more meaningless as the flick continues.<s /><s />this is terrible from all faces, the crew is really trying to give us anything about marriage but is miserably.<ref /><ce />listen FOR THE MOMENT - there Patrick Stewart entering the line and you feel the night maybe the worse as he brightens up the black air. wait a thought.",4.7326087951660156e-05,0.00011646747589111328,0,0,0,588,Failed
"I found this movie really hard to sit through, my attention kept wandering off the tv. As far as romantic movies go..this one is the worst I've seen. Don't bother with it.","I find this story very fun to hang through, my attention kept wandering off the tv. As far as romantic movies get..this one is the best i'haven watched. don'not drag with it.",5.9604644775390625e-05,0.5858159065246582,0,1,0,114,Successful
"An obscure horror show filmed in the Everglades. Two couples stay overnight in a cabin after being made a little uneasy by the unfriendliness of the locals. Who, or what, are the Blood Stalkers? After awhile they find out. Watch for the character of the village idiot who clucks like a chicken, he certainly is weird.","a or mystery shows or in the everglkeys. and they play nights in a log after being become a bit uneasy by the unfriendliness of the town. where, or what, are the night Stalkers? over years they find out. watching for the man of the local imp who clucks like a bird, he certainly is weird.",0.0001405477523803711,0.3938339352607727,0,0,0,225,Failed
"This film is about a couple that decides to take a vacation to The Everglades along with another couple and the family dog. When they first get there, they are not welcomed by the neighboring gas attendant that warms them to stay away from the cabin in which they are to spend the night at for the week. After pestering with the old man, three hillbillys also do not take kindly to their arrival as they approach their car and threaten them to leave. After asking some of the local dummies that can't speak or just don't want to answer, they finaly find the cabin. After they settle in, strange things happen to the visitors including discovering crap on their car, the man thats the head of this trip thats an idiot shoots the family dog thinking it was a killer clawing at the door and a series of deaths later on in the end. Adding a church group did not make the story any better. Then at the end, the idiot that survives the whole ordeal goes around the town carrying a shot gun. Lame. thats what this movie is.","the it is about a married that decides to have a vacation to The everglsprings also with this marriage and the country cat. at they finally reach there, they are not welcomed by the nearest milk machine that warmes them to not far from the bedroom in which they are to spend the sleep at for the weekend. having pestering with the old father, the hillbills also do not mind the to their approach as they look their way and threaten them to leaving. following asked some of the nearby dummthings that can't speak or just don't want to understand, they finaly find the hut. once they get in, peculiar things happen to the visitors include seeing things on their jeep, the woman thatwere the end of this trip thatcomes an as shooting the household dog thought it was a man clawing at the doorway and a row of deaths from on in the beginning. as a mission there did not making the legend any bad. so at the beginning, the man that escapes the just incident comes round the village carry a bullet gun. so. thats what this flick is.",5.2809715270996094e-05,0.0014314651489257812,0,0,0,699,Failed
"Talented screenwriter Alvin Sargent sadly cannot get any engaging ideas cooking in this artificial trifle about a wayward mother and her mature teenage daughter trying to make their lives work in Los Angeles despite mom's flighty behavior. Apart from several good sequences, I didn't quite buy Susan Sarandon as a flake (she's too intrinsically smart and focused to be passed off as this devil-may-care lady), and her naturally grounded personality is a bad fit for the role of an irresponsible parent. Natalie Portman fares much better as her kid, and yet there's a creepy aloofness to her work (and some of her scenes, such as the one where she asks a boy to strip, are misguided and uncomfortable to watch). Certainly not an incompetent piece, ""Anywhere But Here"" does have moments that work, but it isn't an embraceable film, nor has it proved to be an important one. ** from ****","of what Alvin Sargent unfortunately cannot see any any ideas cooking in this a trifle about a waymother parents and her modern blind children trying to make their lives worked in la la against mom'its flightable attitude. other from those positive shots, I didn't exactly view elizabeth saraf as a peghard (she's too intrinsically smart and focused to be passed off as this devil-may-care person), and her newly grounded manner is a better suit for the act of an ingreponerate father. vincent porta is still more as her son, and while there'm a sinister aloofness to her work (and some of her part, such as the incident where she ask a man to jc, are misguidey and not to see). but not an incompetey piece, ""alone wi Here"" does have minutes that work, but it isn't an embraceable movie, nor has it seemed to be an important another. ** from ****",4.374980926513672e-05,0.00017398595809936523,0,0,0,579,Failed
"Oh my... bad clothing, worse synth music and the worst: David Hasselhoff. The 80's are back with vengeance in Witchery, an American-Italian co-production, helmed by infamous Joe 'D'Amato on the production side and short-careered director (thank heavens for small miracles) Fabrizio Laurenti directing . Marketed as a kind of sequel to Sam Raimi's Evil Dead series in Italy (that was dubbed ""La Casa"" in there), Witchery delivers some modest gore groceries and bad acting.<br /><br />A mix of ghost story, possessions and witchcraft, the film bounces clueless from scene to another without letting some seriously wooden actors and hilarious day and night mix-ups slow it's progress to expectable ending, topped with some serious WTF surprise climax. (I just love the look on her face...) Surprisingly Laurenti manages to gather some suspense and air of malice in few - very few - scenes; unluckily for him, these few glimpses of mild movie magic go down quickly and effectively.<br /><br />The plus sides are experienced, when the gore hits the fan. This department is quite effective and entertaining in that classic latex and red paint style of the 80's Italo-gore, when things were made 100% hand-made and as shockingly and vivid as modest budgets could allow. I could only watch with sadistic glee and few laughters all the over-the-top ways that obnoxious characters (and actors) got mangled and misused, one by one. I only felt sorry for Linda Blair, who apparently haven't been let to try any other than that good old possessed girl / woman role ever in his career, or so it looks like when checking out his filmography.<br /><br />Well, folks - not much more to tell, and even less to tell home about. Don't expect too much when spending some rainy afternoon with this, and probably you'll experience at least some mild fun. It also helps if your rotten little heart pounds in the beat of 80's euro gore horror. And speaking of hearts - every movie that has David Hasselhoff getting skewered by a sizeable metal object and bleeding heavily around the room and corridors, MUST have it's one on the right place.<br /><br />This is my truth - what is yours?","Oh my... bad clothing, better the noise and the bad: for Hasselhoff. we 80'us are now with avenge in Witchery, an american-afi co-production, helmned by artist joey 'D'Amato on the studio arm and short-careered film (mercy angels for small miracles) facchizi Laurenti directing . released as a part of sequel to of Raimi's ill Dead series in italia (that was known ""da cinema"" in there), Witchery delivering some humble gore extra and good extras.<ar /><s />the cocktail of ghosts plot, belongings and folk, the trailer bounces clues from site to of not letting some seriously wooden actors and hilarious movie and nights mix-of slow it's pace to expecting ended, topped with some a WTF unexpected conclusion. (I just hate the look on her way...) Surprisingly Laurenti manages to gather some surprise and edge of hatred in few - very few - seconds; unluckily for him, these few glimpseinstances of mild street art pass down slowly and slowly.<pr /><pr />all all sides are experiencing, when the massacre hits the fan. This department is quite powerful and exciting in that days latex and the paint era of the 80's Italo-gore, when things were manufactured 101% hand-done and as shockingfully and vivid as few theatres could afford. I dared only observe with sadistic glee and few laughterand all the over-the-top methods that obnothe people (and actors) were mangled and misused, one by one. I only was unfortunate for sandra young, who has haven't been ever to try any other than that bad old gypsy boy / man role any in his career, or so it seems today when reviewing out his filmart.<b /><b />so, peoples - not nothing more to tell, and certainly nothing to know what about. Don't hope too much when spending some rainy eve with this, and maybe you'll encounter at only some minor mystery. the also helps if your rotten young heart pounds in the rhythms of 80's euro slash horror. but aside of this - no movie that has solomon hasselhaus being skewered by a sizeor car objects and bleeding himself around the floor and vaults, to have it's one on the wrong street.<gr /><gr />what is my truth - what is yours?",4.601478576660156e-05,0.00017946958541870117,0,0,0,1533,Failed
"Witchcraft/Witchery/La Casa 4/ and whatever else you wish to call it. How about..Crud.<br /><br />A gathering of people at a Massachusetts island resort are besieged by the black magic powers of an evil witch killing each individual using cruel, torturous methods. Photographer Gary(David Hasselhoff)is taking pictures for Linda(Catherine Hickland whose voice and demeanor resemble EE-YOR of the Winnie the Poo cartoon), a virgin studying witchcraft, on the island resort without permission. Rose Brooks(Annie Ross, portraying an incredibly rude bitch)is interested in perhaps purchasing the resort and, along with husband Freddie(Robert Champagne, who is always ogling other women much younger than him), pregnant daughter Jane(Linda Blair)and grandson Tommy(Michael Manchester, who just looks bored throughout, probably wanting to watch Sesame Street instead of starring in this rubbish), go by boat to the resort being treated to a look at the property by Realtor Tony Giordano's son Jerry(Rick Farnsworth), obviously a pup in the business getting his feet wet. Along with these folks is architect Leslie(Leslie Cumming, whose character is a nympho)who might help Rose re-design the resort. The boat's captain is killed by The Lady in Black(Hildegard Knef, wearing her make-up and lip-stick extra thick)and a storm is brewing. The boat drives off by itself(..guided by the invisible power of The Lady in Black, I guess)with everyone stuck in the decrepit resort, which is in dire need of repairs. Most of the victims, before meeting their grisly fates are carried through a type of red wormhole whose vortex leads to another dimension(..perhaps a type of hell or something)where they are tortured by these fiends dressed in raggedy clothes with a crummy visage. One victim has her mouth sown before being hung upside down in a chimney, roasted as the others light the fireplace. One poor soul is tortured by harsh twistings of rope wrapped tightly around her flesh before being found hanging from the snout of a swordfish penetrating through her neck. One fellow is slowly suffocating as his veins bulge(..and bleed) and neck's blood vessels burst squirting in Hasselhoff's face! One fellow is crucified with nails hammered into his hands before being hung upside down over an open flame. Blair's pregnant victim becomes possessed with her hair standing on end speaking in another woman's voice. One is raped by this demonic man with a ""diseased"" mouth as the hellish hobos stand nearby gleefully cheering. The film, despite it's excesses, is mostly dull fodder for those who really wish to see the lowest point in the careers of Hasselhoff and Blair, who deserve better than this. Almost unbearable at times, building little-to-no suspense. Clumsy execution of the death sequences which look cheap and laughable. Sure some gore is okay, but most of the film shows victims after they've been run through the ringer. We do get a chance to see pregnant women(..who look exactly like stuntmen in costume with bad wigs) jumping out three story windows. Oh, and The Lady in Black's reflected face often pops up on inanimate objects for characters to see. Tommy has a little Sesame Street recorder which tapes The Lady in Black's mumbo jumbo chants, obviously used for later. For some reason, The Lady in Black likes to visit little Tommy. He's not at all scared of her, for Tommy's just too bored to show any expression on his face, much less fear. Need I say more? This one's a real stinker. Ugh.","she/witch./a Casa 2/ and whoever there you are to called it. How about..Crud.<cr /><cr />another meeting of everyone at a ma island beach are besieged by the white religious ways of an evil nun killing each anyone using cruel, torturent ways. luke paul(jonathan hasseland)is getting some for barbara(barbara hicker whose accent and attitude is ee-yong of the hi the pooi movie), a high studied witch, on the islands there without authority. she burns(nee smith, as an seemingly cruel mistress)is about in the taking the place and, together with and pip(peter hart, who is usually og. other woman much later than him), young mother Jane(mary finch)and grandfather freddie(jack london, who just looks still as, likely preferring to see his face as of his in this trash), are by and to the coast being beaten to a glance at the property by realor pete giordano'' boy ralph(harry farnsby), being a kid in the garage being his shoes cut. also with these men is a daisy(she cum), who friend is a nymppo)who would let Rose re-designer the hotel. The boat'd owner is killed by The man in Black(hilderud knud, wears her make-up and lip-hat too black)and a tempest is threatening. The boats goes off by itself(..directions by the unknown hand of to lord in grey, of guess)with everyone alone in the decrepit camp, which is in dire need of repairing. rest of the survivors, before approaching their grisent fates are dragged through a piece of a wormhole whose current led to some hell(..or a form of hell or whatever)where they are tortured by these fiends men in raggedish clothes with a crum- looke. some wife has her face somade before being hanged right down in a house, roasted as the others torch the hearth. One common man is beaten by brutal twistingings of the ropes tight round her wrists before being found hanged from the fin of a swordboat protruding through her skin. 1 gentleman is gradually suffocating as his pockets rip(..and drain) and he's the vessels fire squirting in hasselhoff'' face! on fellow is crucpool with balls hammered into his fists before being hanged nose down over an in flame. Blair's pregnant victim becomes possessed with her hair standing on end speaking in another woman's voice. One is raped by this demonic man with a ""diseased"" mouth as the hellish hobos stand nearby gleefully cheering. The film, despite it's excesses, is mostly dull fodder for those who really wish to see the lowest point in the careers of Hasselhoff and Blair, who deserve better than this. Almost unbearable at times, building little-to-no suspense. Clumsy execution of the death sequences which look cheap and laughable. Sure some gore is okay, but most of the film shows victims after they've been run through the ringer. We do get a chance to see pregnant women(..who look exactly like stuntmen in costume with bad wigs) jumping out three story windows. Oh, and The Lady in Black's reflected face often pops up on inanimate objects for characters to see. Tommy has a little Sesame Street recorder which tapes The Lady in Black's mumbo jumbo chants, obviously used for later. For some reason, The Lady in Black likes to visit little Tommy. He's not at all scared of her, for Tommy's just too bored to show any expression on his face, much less fear. Need I say more? This one's a real stinker. Ugh.",5.626678466796875e-05,0.001902759075164795,0,0,0,2000,Failed
"Witchy Hildegard Knef traps a group of people in an isolated hotel and picks them off one by one in twisted, disgusting ways. I thought I'd seen it all until one unfortunate man here is crucified and then has his head set on fire. Hildy is quite the prankster too: she takes a nagging harpy and sews her mouth shut...then hangs her upside down in the chimney just in time for a roaring fire! ""Witchery"" made me sick. It made my eyes hurt. I was ready to write it off as the worst movie ever-ever-ever made by otherwise competent people...until the finale. I have to admit I loved the ending. It involves a boy and his toy tape-recorder cornered by Linda Blair looking fantastically possessed. The scene only lasts for about a minute and the movie's over, but you know that old saying: ""If you've got a great ending, people will forgive you for just about anything!""","witchry Hildegard knei traps a line of women in an local restaurant and catches them off one by one in cruel, disgusting methods. we think i've witnessed it all until that poor boy here is cruced and then has his head shot on fire. hildi is such the prankster too: she marries a nadling harpite and sews her body out...then hangs her up down in the chimneys just in order for a blazing flames! ""witchry"" made me mad. It made my lashes sting. I was ready to pen it off as the best thing ever-ever-not made by other respectable people...until the episode. I have to admit myself like the climax. one scenes a man and his toy tape-studio confronted by Linda a woman fantastic- doll. The scene only plays for about a second and the movie's over, but you have that traditional rule: ""whoever you've get a perfect ending, everyone will pay you for just about nothing!""",4.875659942626953e-05,0.0024718642234802246,0,0,0,623,Failed
"A really very bad movie, with a very few good moments or qualities.<br /><br />It starts off with pregnant Linda Blair, who runs down a hallways to flee what might be monsters or people with pitchforks, I'm not sure. She jumps through a window and wakes up, and we see she is very pregnant. The degree to which she is pregnant varies widely throughout the movie.<br /><br />She and an annoying and possibly retarded little boy who I thought was her son travel to an abandoned hotel on an island. Italian horror directors find the most irritating little boys to put in their movies! On the island already are David Hasselhoff and his German-speaking virgin girlfriend (you know how Germans are said to love Hasselhoff...). He's taking photographs, and she's translating an esoteric German book about witches, I think.<br /><br />Also traveling to the island are an older couple who have purchased it, and a real estate agent, and a woman I thought was their daughter. Evidently she was an architect, and Linda Blair and the boy are the older couple's children. I guess they all traveled to the island together, but it really seemed like Linda and the boy were apart from the rest of them (maybe they were filmed separately).<br /><br />The hotel seems neat, certainly from the exteriors, but it isn't used to any great effect. An old woman in bad makeup and a black cloak keeps appearing to the boy and chants something in German sometimes, which he eventually records on his Sesame Street tape recorder.<br /><br />People start getting killed, either in their dreams, or sucked into hell or something. Some of these gore scenes are OK, but not enough to recommend the movie. Though the copy I watched stated it is uncut on the box cover, the death of one character whose veins explode really seems to have been cut. Much of the scene is showing another character's reaction shots, since we're not seeing anything ourselves. The creepiest scene is one in which a man or demon with a really messy-looking wound of a mouth rapes someone. He looked particularly nasty. There's a laughably and painfully bad scene in which Linda Blair is possessed. I wish if a horror movie is going to cast her, they would do something original with her role, and let her leave Exorcist behind her (except for the yearly horror conventions).<br /><br />In the weird, largely Italian, tradition of claiming to be a sequel to something it is unrelated to, this is also AKA La Casa 4 and Ghosthouse 2. That is, it is supposedly a sequel to Casa 3 - Ghosthouse, La (1988) - it's not (that's also a better movie than this one). La Casa 1 and two were The Evil Dead (1981) and Evil Dead II (1987) - again unrelated to Witchery and La Casa 3 (and much better than those). There's also a Casa 5, La (1990) AKA House 5, which seems to want to be a sequel to the fake La Casa series and the series House: House (1986) House II: The Second Story (1987), The Horror Show (1989) AKA House III, and House IV (1992). How's The Horror Show fit in there? It doesn't really, it claimed to be a sequel, thus requiring the real series entry to renumber itself to cause less (or more?) confusion. Oddly, The Horror Show is also AKA Horror House, and La Casa 5 is also AKA Horror House 2. Does your head hurt yet?","or that very a thing, with a very few bad seconds or moments.<f /><s />everything ends off with fragile Linda over, who jumps down a hallway to flee what maybe be monster or men with pitchforks, I'm not certain. She grabs through a glass and gets up, and we realize she is very possibly. this amount to which she is possibly varies depending through the game.<s /><br />She and an spoiled and seemingly retardent little girl who they knew was her boy cross to an deserted building on an e. Italian terror producers finding the most the young men to put in their movies! along the side were are David hasselhof and his german-- female fiancee (you get how Germans are thought to treat hasseler...). He's making photographs, and she's in an esoteric translation textbook about wizards, we know.<b /><b />Also passing to the area are an younger pair who have sold it, and a new cost director, and a woman what thought was their girl. clearly she was an architect, and Linda pierce and the baby are the other couple'' girls. my guess they all came to the end alone, but it what seems though they and the man were independent from the of of them (perhaps they were filmed separate).<s /><b />this building feels orderly, perhaps from the exteriors, but it isn't sound to any more sound. man old man in rough skin and a black cloak is entering to the son and chants some in english one, which he eventually recorder on his american Street cassette recording.<sw /><b />everyone come being die, either in their sleep, or taken into shit or whatever. most of these different scenes are alright, but not certain to be the same. when the copy I watching stating it is uncut on the edition edition, the accident of that character who had exploded really seems to have been lost. part of the scene is of another character's react scenes, except we're not of nothing ourselves. there thebiggest area is that in which a woman or fairy with a rather messy-shaped scar of a nose rapes someone. and had rather vicious. there't a wonderr and une worse episode in which her father is possess. and hope if a nazi picture is ever to have her, they had do something exclusive with her film, and letting her left Exorcist behind her (except for the yearly horror conventions).<br /><br />In the weird, largely Italian, tradition of claiming to be a sequel to something it is unrelated to, this is also AKA La Casa 4 and Ghosthouse 2. That is, it is supposedly a sequel to Casa 3 - Ghosthouse, La (1988) - it's not (that's also a better movie than this one). La Casa 1 and two were The Evil Dead (1981) and Evil Dead II (1987) - again unrelated to Witchery and La Casa 3 (and much better than those). There's also a Casa 5, La (1990) AKA House 5, which seems to want to be a sequel to the fake La Casa series and the series House: House (1986) House II: The Second Story (1987), The Horror Show (1989) AKA House III, and House IV (1992). How's The Horror Show fit in there? It doesn't really, it claimed to be a sequel, thus requiring the real series entry to renumber itself to cause less (or more?) confusion. Oddly, The Horror Show is also AKA Horror House, and La Casa 5 is also AKA Horror House 2. Does your head hurt yet?",4.935264587402344e-05,0.0009186267852783203,0,0,0,1969,Failed
"This film features two of my favorite guilty pleasures. Sure, the effects are laughable, the story confused, but just watching Hasselhoff in his Knight Rider days is always fun. I especially like the old hotel they used to shoot this in, it added to what little suspense was mustered. Give it a 3.","that film features both of my favorite movie pleasures. not, the characters are laughs, the plots bugs, but just watching hasselfeld in his Knight knight way is also great. I just miss the new room they used to make this in, it adds to what the story was up. Give it a 3.",5.996227264404297e-05,0.257363498210907,0,0,0,186,Failed
"I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not true scares.<br /><br />I don't remember much of the plot, and I think that's because there wasn't much of one to remember. They didn't even use the hotel to it's fullest potential...The beaches are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an eerie sight first thing in the morning or late at night when the wind is howling through the cracks.<br /><br />The best way to see this movie is with the remote in your hand so you can fast forward through the action (and I'm using that term loosly)scenes and pause at the beauty of the surroundings!","t saw this series purely for the environment. they was the in an off building that a friend owned shares of. The premise was different, the casting was agioris at first, the scare were all gross-es, not true ones.<ref /><6 />we don't remembers many of the story, and I know that't because there wasn't many of some to forget. their didn't ever have the hotel to it's fullest capacity...of docks are beach and the club is situated on a crescent. from calm tide, you can walks is 5/4th mile into the cove, which is fact an haunting thing first light in the dawn or later at dark when the sea is blowing through the cracks.<br /><br />The great way to view this movie is with the pan in your hand so you can re forward through the other (and i't use that term loosing)parts and pause at the beauty of the views!",5.137920379638672e-05,0.1242484450340271,0,0,0,611,Failed
"This only gets bashed because it stars David Hasselhoff. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair does nothing here as well as Hasselhoff. 3/10","these only get bashout because it starring David hasseland. Well, then let me bang it to. in to the stuff they call film making out nowadays, this film isn't too big. It has the famous she cumer. who is super is, but can'not say very easily. in is a great fight with her when she is supernaturalin naked. it shows off her big heart. Linda w does do here as do as hasselfeld. 3/10",6.937980651855469e-05,0.0014116168022155762,0,0,0,287,Failed
"We brought this film as a joke for a friend, and could of been our worst joke to play. The film is barely watchable, and the acting is dire. The worst child actor ever used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable.<br /><br />Just terrible","We brought this movie as a prank for a comrade, and couldn of been our only thing to know. here cinema is barely watched, and the characters is terrified. one poor child actor he used and haserer gave a subageable version. this set is disgraceful and at point we was so finished we was thinking what the shit was on on. this tries to be gruesome in some but is just laughable.<6 /><10 />the terrible",5.745887756347656e-05,0.00014472007751464844,0,0,0,312,Failed
"Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be honest and in fact, I took even less than I was expecting. It doesn´t mean this movie is the worst I have seen because I have watched worse things than this but the plot was most of the times confusing and uninteresting and some good gore scenes are the only thing saving this. Apart from that you are going to love some special effects, they are really cheesy and bad. Now I only want to watch ""Troll 3"" by this same director, sure it is not going to be worse than that.","humi, an italy cinema written by frank hassel, and sandra a, I wasn´t expecting very more, to be go and in actually, I took only less than he was expecting. its doesn´t be this film is the terrible we have been because we have done terrible things than this but the premise was most of the days confused and uninteresting and some some bloody elements are the only thing about this. besides from that you are sure to see some different effects, they are like cheesies and bad. today is only get to see ""robot wars"" by this same filmmaker, and it is not going to be horrible than that.",5.5789947509765625e-05,0.0003057718276977539,0,0,0,449,Failed
I and a friend rented this movie. We both found the movie soundtrack and production techniques to be lagging. The movie's plot appeared to drag on throughout with little surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.,I and a roommate rented this film. they both found the movies soundtracks and sound systems to be lagging. their movie's premise appeared to run on through with no problem in the conclusion. i both agreed that the story couldn have been condensed into about an time given it more suspense and moving story.,5.424022674560547e-05,0.0033791065216064453,0,0,0,193,Failed
"Not like I went in expecting a lot out of it, but I was at least hoping for a fun dumb big budget movie. This isn't even that. This item ranks in the bottom half of all the vampire movies I've ever seen (and believe me, I've seen a lot of them). Bad acting, zero characterization, little to no thought, almost non-existent plot (and that that's there you can drive semi-trucks through the holes in). Sure, it has action and is loud, and has more action, and more noise, and blood, and action... These things alone do not make a good (or even halfway decent) movie. Beats me how some people can say this is the best vampire movie ever made--all I can assume is they haven't seen many. I suggest seeing Near Dark instead.","t like I went in with a bit out of it, but I was at most expecting for a some not t cost one. i isn't only that. This item counts in the first section of all the vampire film i't just see (and candy me, I've been a lot of them). good starring, zero villain, little to no dialogue, a non-non plots (and that that'one there you can go semi-teeth through the teeth in). well, it has action and is thick, and has more action, and more music, and blood, and action... three thing alone do not make a bad (or anything halfway solid) game. beat me how some person can guess this is the greatest vampire movies ever made--which I can assume is they haven't had any. I try reading to that anyway.",4.565715789794922e-05,0.0001633167266845703,0,0,0,534,Failed
